NUMBER	DSS_ID	URL	GLOSS	OCCURRENCES	OMEGAWIKI
617	1815	http://semshifts.iling-ran.ru/show-meaning.html?id=1815	to fall asleep	4	480264
618	1816	http://semshifts.iling-ran.ru/show-meaning.html?id=1816	to fall down	25	5622
619	1819	http://semshifts.iling-ran.ru/show-meaning.html?id=1819	to fear	6	6025
620	1820	http://semshifts.iling-ran.ru/show-meaning.html?id=1820	to feed	4	340030
621	1821	http://semshifts.iling-ran.ru/show-meaning.html?id=1821	to feel	4	467089
622	1824	http://semshifts.iling-ran.ru/show-meaning.html?id=1824	to feel hunger	4	6345
623	1825	http://semshifts.iling-ran.ru/show-meaning.html?id=1825	to feel pity	4	503503
624	1827	http://semshifts.iling-ran.ru/show-meaning.html?id=1827	to feel sick	3	7800
625	1830	http://semshifts.iling-ran.ru/show-meaning.html?id=1830	to ferment, yeast	3	4188
626	1831	http://semshifts.iling-ran.ru/show-meaning.html?id=1831	to fight, scuffle	4	6030
627	1833	http://semshifts.iling-ran.ru/show-meaning.html?id=1833	to fill (tr.)	4	962533
628	1834	http://semshifts.iling-ran.ru/show-meaning.html?id=1834	to find	16	336790
629	1835	http://semshifts.iling-ran.ru/show-meaning.html?id=1835	to finish	5	7146
630	1839	http://semshifts.iling-ran.ru/show-meaning.html?id=1839	to flirt	3	1562957
631	1840	http://semshifts.iling-ran.ru/show-meaning.html?id=1840	to float	7	6457
632	1841	http://semshifts.iling-ran.ru/show-meaning.html?id=1841	to flow	13	961244
633	1842	http://semshifts.iling-ran.ru/show-meaning.html?id=1842	to flow into	3	961244
634	1843	http://semshifts.iling-ran.ru/show-meaning.html?id=1843	to fly	8	6052
635	1844	http://semshifts.iling-ran.ru/show-meaning.html?id=1844	to fly away	3	6052
636	1845	http://semshifts.iling-ran.ru/show-meaning.html?id=1845	to fold (cloth)	3	6146
637	1846	http://semshifts.iling-ran.ru/show-meaning.html?id=1846	to follow	13	471020
638	1851	http://semshifts.iling-ran.ru/show-meaning.html?id=1851	to forget	3	6328
639	1852	http://semshifts.iling-ran.ru/show-meaning.html?id=1852	to forgive	7	6336
640	1854	http://semshifts.iling-ran.ru/show-meaning.html?id=1854	to fornicate	3	1182947
641	1867	http://semshifts.iling-ran.ru/show-meaning.html?id=1867	to get tired	7	7117
642	1869	http://semshifts.iling-ran.ru/show-meaning.html?id=1869	to get, obtain	14	334733
643	1870	http://semshifts.iling-ran.ru/show-meaning.html?id=1870	to give	4	6059
644	1872	http://semshifts.iling-ran.ru/show-meaning.html?id=1872	to give up, stop doing	15	849510
645	1878	http://semshifts.iling-ran.ru/show-meaning.html?id=1878	to go away	5	7092
646	1879	http://semshifts.iling-ran.ru/show-meaning.html?id=1879	to go down	9	980418
647	1881	http://semshifts.iling-ran.ru/show-meaning.html?id=1881	to go mad	3	NAN
648	1882	http://semshifts.iling-ran.ru/show-meaning.html?id=1882	to go out	12	480460
649	1883	http://semshifts.iling-ran.ru/show-meaning.html?id=1883	to go up	8	335553
650	1884	http://semshifts.iling-ran.ru/show-meaning.html?id=1884	to go, walk	6	334831
650	1884	http://semshifts.iling-ran.ru/show-meaning.html?id=1884	to go, walk	6	6054
651	1885	http://semshifts.iling-ran.ru/show-meaning.html?id=1885	to govern, control, rule	5	1511088
651	1885	http://semshifts.iling-ran.ru/show-meaning.html?id=1885	to govern, control, rule	5	7797
652	1886	http://semshifts.iling-ran.ru/show-meaning.html?id=1886	to grasp, seize	15	992756
652	1886	http://semshifts.iling-ran.ru/show-meaning.html?id=1886	to grasp, seize	15	362509
653	1888	http://semshifts.iling-ran.ru/show-meaning.html?id=1888	to grieve (intr.)	4	892520
654	1890	http://semshifts.iling-ran.ru/show-meaning.html?id=1890	to grow (plants)	5	619975
655	1891	http://semshifts.iling-ran.ru/show-meaning.html?id=1891	to grow numb	12	NAN
656	1893	http://semshifts.iling-ran.ru/show-meaning.html?id=1893	to grow up	5	1581756
657	1895	http://semshifts.iling-ran.ru/show-meaning.html?id=1895	to guard	3	866813
658	1897	http://semshifts.iling-ran.ru/show-meaning.html?id=1897	to hang	4	1510949
659	1898	http://semshifts.iling-ran.ru/show-meaning.html?id=1898	to happen	7	1501924
660	1899	http://semshifts.iling-ran.ru/show-meaning.html?id=1899	to harness	5	NAN
661	1903	http://semshifts.iling-ran.ru/show-meaning.html?id=1903	to have experience	3	NAN
662	1904	http://semshifts.iling-ran.ru/show-meaning.html?id=1904	to have opinion	7	6309
663	1906	http://semshifts.iling-ran.ru/show-meaning.html?id=1906	to hear	8	5999
664	1907	http://semshifts.iling-ran.ru/show-meaning.html?id=1907	to heat up	4	5847
665	1908	http://semshifts.iling-ran.ru/show-meaning.html?id=1908	to help, aid	5	830463
666	1909	http://semshifts.iling-ran.ru/show-meaning.html?id=1909	to hew	3	1581762
667	1910	http://semshifts.iling-ran.ru/show-meaning.html?id=1910	to hide (tr.)	5	161806
668	1911	http://semshifts.iling-ran.ru/show-meaning.html?id=1911	to hinder	7	1581766
669	1914	http://semshifts.iling-ran.ru/show-meaning.html?id=1914	to hold (in hands)	7	6060
670	1915	http://semshifts.iling-ran.ru/show-meaning.html?id=1915	to hope	3	475239
671	1919	http://semshifts.iling-ran.ru/show-meaning.html?id=1919	to hunt	5	6046
672	1922	http://semshifts.iling-ran.ru/show-meaning.html?id=1922	to ignore, not to greet somebody	3	1089331
673	1924	http://semshifts.iling-ran.ru/show-meaning.html?id=1924	to imitate	3	1229900
674	1928	http://semshifts.iling-ran.ru/show-meaning.html?id=1928	to induce	3	1111642
675	1930	http://semshifts.iling-ran.ru/show-meaning.html?id=1930	to infringe	3	1581772
676	1931	http://semshifts.iling-ran.ru/show-meaning.html?id=1931	to inhabit, live	6	478515
677	1933	http://semshifts.iling-ran.ru/show-meaning.html?id=1933	to intend	8	1053143
678	1934	http://semshifts.iling-ran.ru/show-meaning.html?id=1934	to investigate	3	966637
679	1945	http://semshifts.iling-ran.ru/show-meaning.html?id=1945	to kick	3	500899
680	1946	http://semshifts.iling-ran.ru/show-meaning.html?id=1946	to kill	8	6023
681	1947	http://semshifts.iling-ran.ru/show-meaning.html?id=1947	to kiss	6	158442
682	1950	http://semshifts.iling-ran.ru/show-meaning.html?id=1950	to know	12	6004
683	1951	http://semshifts.iling-ran.ru/show-meaning.html?id=1951	to know how, to be able	3	419859
684	1955	http://semshifts.iling-ran.ru/show-meaning.html?id=1955	to lead	4	1091895
685	1957	http://semshifts.iling-ran.ru/show-meaning.html?id=1957	to learn, find out	3	157124
686	1958	http://semshifts.iling-ran.ru/show-meaning.html?id=1958	to learn, study	8	157124
686	1958	http://semshifts.iling-ran.ru/show-meaning.html?id=1958	to learn, study	8	8498
687	1959	http://semshifts.iling-ran.ru/show-meaning.html?id=1959	to leave	5	7092
688	1962	http://semshifts.iling-ran.ru/show-meaning.html?id=1962	to let	5	431335
689	1967	http://semshifts.iling-ran.ru/show-meaning.html?id=1967	to lie (posture)	3	6005
690	1969	http://semshifts.iling-ran.ru/show-meaning.html?id=1969	to light, to kindle	5	339690
691	1970	http://semshifts.iling-ran.ru/show-meaning.html?id=1970	to like	4	486031
692	1971	http://semshifts.iling-ran.ru/show-meaning.html?id=1971	to listen	4	6576
693	1972	http://semshifts.iling-ran.ru/show-meaning.html?id=1972	to live	4	6028
694	1977	http://semshifts.iling-ran.ru/show-meaning.html?id=1977	to lose	4	6832
695	1979	http://semshifts.iling-ran.ru/show-meaning.html?id=1979	to love	9	395193
696	1994	http://semshifts.iling-ran.ru/show-meaning.html?id=1994	to make noise	4	NAN
697	1999	http://semshifts.iling-ran.ru/show-meaning.html?id=1999	to marry	4	1411401
698	2000	http://semshifts.iling-ran.ru/show-meaning.html?id=2000	to marry off (a daughter)	3	1581779
699	2003	http://semshifts.iling-ran.ru/show-meaning.html?id=2003	to meet	4	7643
700	2006	http://semshifts.iling-ran.ru/show-meaning.html?id=2006	to milk	4	1166811
701	2007	http://semshifts.iling-ran.ru/show-meaning.html?id=2007	to mill	7	2359
702	2009	http://semshifts.iling-ran.ru/show-meaning.html?id=2009	to mix, stir	10	982997
702	2009	http://semshifts.iling-ran.ru/show-meaning.html?id=2009	to mix, stir	10	334889
703	2014	http://semshifts.iling-ran.ru/show-meaning.html?id=2014	to move quickly	6	NAN
704	2018	http://semshifts.iling-ran.ru/show-meaning.html?id=2018	to name	3	5995
705	2020	http://semshifts.iling-ran.ru/show-meaning.html?id=2020	to nomadize	3	NAN
706	2021	http://semshifts.iling-ran.ru/show-meaning.html?id=2021	to obey	3	6686
707	2026	http://semshifts.iling-ran.ru/show-meaning.html?id=2026	to offend (tr.)	3	1581784
708	2027	http://semshifts.iling-ran.ru/show-meaning.html?id=2027	to open (tr.)	10	513017
709	2028	http://semshifts.iling-ran.ru/show-meaning.html?id=2028	to oppress	4	1525355
710	2030	http://semshifts.iling-ran.ru/show-meaning.html?id=2030	to pass (of time)	4	882144
711	2031	http://semshifts.iling-ran.ru/show-meaning.html?id=2031	to pass by	3	1581790
712	2039	http://semshifts.iling-ran.ru/show-meaning.html?id=2039	to play (intr.)	6	6010
713	2040	http://semshifts.iling-ran.ru/show-meaning.html?id=2040	to plough	6	845139
714	2438	http://semshifts.iling-ran.ru/show-meaning.html?id=2438	to pour	6	621011
715	2043	http://semshifts.iling-ran.ru/show-meaning.html?id=2043	to practise witchcraft	4	NAN
716	2048	http://semshifts.iling-ran.ru/show-meaning.html?id=2048	to present, gift	5	1406230
717	2049	http://semshifts.iling-ran.ru/show-meaning.html?id=2049	to press down	12	NAN
718	2053	http://semshifts.iling-ran.ru/show-meaning.html?id=2053	to promise	4	6898
719	2056	http://semshifts.iling-ran.ru/show-meaning.html?id=2056	to pull	20	6071
720	2062	http://semshifts.iling-ran.ru/show-meaning.html?id=2062	to push	3	6068
721	2063	http://semshifts.iling-ran.ru/show-meaning.html?id=2063	to put	10	429615
722	2068	http://semshifts.iling-ran.ru/show-meaning.html?id=2068	to raise, lift (tr.)	12	5772
722	2068	http://semshifts.iling-ran.ru/show-meaning.html?id=2068	to raise, lift (tr.)	12	156785
723	2070	http://semshifts.iling-ran.ru/show-meaning.html?id=2070	to reach	11	NAN
724	2071	http://semshifts.iling-ran.ru/show-meaning.html?id=2071	to read	4	337421
725	2072	http://semshifts.iling-ran.ru/show-meaning.html?id=2072	to recall, recollect	3	335793
726	2073	http://semshifts.iling-ran.ru/show-meaning.html?id=2073	to receive visitors	5	NAN
727	2076	http://semshifts.iling-ran.ru/show-meaning.html?id=2076	to regret	3	8110
728	2078	http://semshifts.iling-ran.ru/show-meaning.html?id=2078	to remain, stay	3	423795
729	2079	http://semshifts.iling-ran.ru/show-meaning.html?id=2079	to remember	3	335793
730	2083	http://semshifts.iling-ran.ru/show-meaning.html?id=2083	to repeat	3	374372
731	2084	http://semshifts.iling-ran.ru/show-meaning.html?id=2084	to respect	4	1511098
732	2085	http://semshifts.iling-ran.ru/show-meaning.html?id=2085	to rest	6	1366972
733	2087	http://semshifts.iling-ran.ru/show-meaning.html?id=2087	to result in	5	702227
734	2088	http://semshifts.iling-ran.ru/show-meaning.html?id=2088	to return (intr.)	4	159011
735	2090	http://semshifts.iling-ran.ru/show-meaning.html?id=2090	to revenge	3	1563403
736	2091	http://semshifts.iling-ran.ru/show-meaning.html?id=2091	to revolt, rebel	3	1581981
737	2093	http://semshifts.iling-ran.ru/show-meaning.html?id=2093	to ripen	6	1378372
738	2094	http://semshifts.iling-ran.ru/show-meaning.html?id=2094	to rise (of heavenly bodies)	9	1581986
739	2100	http://semshifts.iling-ran.ru/show-meaning.html?id=2100	to rotate (tr.)	3	6055
740	2101	http://semshifts.iling-ran.ru/show-meaning.html?id=2101	to row (with oars)	6	7808
741	2103	http://semshifts.iling-ran.ru/show-meaning.html?id=2103	to rub	3	6062
742	2104	http://semshifts.iling-ran.ru/show-meaning.html?id=2104	to run	14	6323
743	2107	http://semshifts.iling-ran.ru/show-meaning.html?id=2107	to sail	3	345774
744	2110	http://semshifts.iling-ran.ru/show-meaning.html?id=2110	to scratch (when itches)	3	6047
745	2111	http://semshifts.iling-ran.ru/show-meaning.html?id=2111	to search, to look for	8	6142
746	2112	http://semshifts.iling-ran.ru/show-meaning.html?id=2112	to see/to look at	33	6003
746	2112	http://semshifts.iling-ran.ru/show-meaning.html?id=2112	to see/to look at	33	7550
747	2113	http://semshifts.iling-ran.ru/show-meaning.html?id=2113	to seem	5	6326
748	2117	http://semshifts.iling-ran.ru/show-meaning.html?id=2117	to set (of heavenly bodies)	9	1337057
749	2120	http://semshifts.iling-ran.ru/show-meaning.html?id=2120	to shake	3	839866
750	2121	http://semshifts.iling-ran.ru/show-meaning.html?id=2121	to shave	3	1473013
751	2122	http://semshifts.iling-ran.ru/show-meaning.html?id=2122	to shear	4	634371
752	2127	http://semshifts.iling-ran.ru/show-meaning.html?id=2127	to shine, glitter	8	335797
753	2128	http://semshifts.iling-ran.ru/show-meaning.html?id=2128	to shoot	7	522875
754	2129	http://semshifts.iling-ran.ru/show-meaning.html?id=2129	to shout	4	336249
755	2132	http://semshifts.iling-ran.ru/show-meaning.html?id=2132	to shrink (of textile)	3	1107625
756	2133	http://semshifts.iling-ran.ru/show-meaning.html?id=2133	to shut, to close	3	448880
757	2135	http://semshifts.iling-ran.ru/show-meaning.html?id=2135	to sing	5	5540
758	2138	http://semshifts.iling-ran.ru/show-meaning.html?id=2138	to sit	5	6022
759	2139	http://semshifts.iling-ran.ru/show-meaning.html?id=2139	to sit down	3	6785
760	2144	http://semshifts.iling-ran.ru/show-meaning.html?id=2144	to sleep	5	6519
761	2146	http://semshifts.iling-ran.ru/show-meaning.html?id=2146	to smear, anoint	9	1510989
762	2148	http://semshifts.iling-ran.ru/show-meaning.html?id=2148	to smell, scent	4	6520
763	2150	http://semshifts.iling-ran.ru/show-meaning.html?id=2150	to smoke	3	6968
764	2153	http://semshifts.iling-ran.ru/show-meaning.html?id=2153	to soil, make dirty	3	434212
765	2156	http://semshifts.iling-ran.ru/show-meaning.html?id=2156	to sow	3	341201
766	2157	http://semshifts.iling-ran.ru/show-meaning.html?id=2157	to spawn	3	NAN
767	2158	http://semshifts.iling-ran.ru/show-meaning.html?id=2158	to speak	20	6656
768	2161	http://semshifts.iling-ran.ru/show-meaning.html?id=2161	to spoil	6	1165745
769	2162	http://semshifts.iling-ran.ru/show-meaning.html?id=2162	to spoil (intr.)	4	1581989
770	2164	http://semshifts.iling-ran.ru/show-meaning.html?id=2164	to spring, jump	11	7622
771	2167	http://semshifts.iling-ran.ru/show-meaning.html?id=2167	to stand	10	6053
772	2168	http://semshifts.iling-ran.ru/show-meaning.html?id=2168	to stand up	4	1581992
773	2169	http://semshifts.iling-ran.ru/show-meaning.html?id=2169	to steal	9	336072
774	2171	http://semshifts.iling-ran.ru/show-meaning.html?id=2171	to stick (to a surface), to adhere	4	1504854
775	2172	http://semshifts.iling-ran.ru/show-meaning.html?id=2172	to sting	5	1581997
776	2173	http://semshifts.iling-ran.ru/show-meaning.html?id=2173	to stink	3	6521
777	2176	http://semshifts.iling-ran.ru/show-meaning.html?id=2176	to strain	4	402886
778	2177	http://semshifts.iling-ran.ru/show-meaning.html?id=2177	to strew	4	1582001
779	2179	http://semshifts.iling-ran.ru/show-meaning.html?id=2179	to subjugate	3	631266
780	2180	http://semshifts.iling-ran.ru/show-meaning.html?id=2180	to succeed	4	483003
781	2181	http://semshifts.iling-ran.ru/show-meaning.html?id=2181	to suck	3	6027
782	2182	http://semshifts.iling-ran.ru/show-meaning.html?id=2182	to suffer	3	479346
783	2183	http://semshifts.iling-ran.ru/show-meaning.html?id=2183	to suit (of clothes)	3	343200
784	2187	http://semshifts.iling-ran.ru/show-meaning.html?id=2187	to sway	5	1582012
785	2189	http://semshifts.iling-ran.ru/show-meaning.html?id=2189	to swear, curse, abuse one another	18	1023517
786	2191	http://semshifts.iling-ran.ru/show-meaning.html?id=2191	to sweep	3	1466959
787	2194	http://semshifts.iling-ran.ru/show-meaning.html?id=2194	to swim	3	6050
788	2197	http://semshifts.iling-ran.ru/show-meaning.html?id=2197	to take	9	7077
789	2202	http://semshifts.iling-ran.ru/show-meaning.html?id=2202	to tan (hides)	3	1501856
790	2203	http://semshifts.iling-ran.ru/show-meaning.html?id=2203	to taste	6	1051228
791	2205	http://semshifts.iling-ran.ru/show-meaning.html?id=2205	to teach	4	335855
792	2207	http://semshifts.iling-ran.ru/show-meaning.html?id=2207	to tear, rend	4	704859
793	2208	http://semshifts.iling-ran.ru/show-meaning.html?id=2208	to tell	3	701342
794	2209	http://semshifts.iling-ran.ru/show-meaning.html?id=2209	to tell a person's fortune	4	1454741
795	2210	http://semshifts.iling-ran.ru/show-meaning.html?id=2210	to tell lie	8	161769
796	2212	http://semshifts.iling-ran.ru/show-meaning.html?id=2212	to think	10	6021
796	2212	http://semshifts.iling-ran.ru/show-meaning.html?id=2212	to think	10	6309
797	2214	http://semshifts.iling-ran.ru/show-meaning.html?id=2214	to throw	19	6072
798	2216	http://semshifts.iling-ran.ru/show-meaning.html?id=2216	to thrust (into)	5	1501591
799	2219	http://semshifts.iling-ran.ru/show-meaning.html?id=2219	to tie	4	844574
800	2222	http://semshifts.iling-ran.ru/show-meaning.html?id=2222	to torture	3	883170
801	2223	http://semshifts.iling-ran.ru/show-meaning.html?id=2223	to touch	11	8232
802	2224	http://semshifts.iling-ran.ru/show-meaning.html?id=2224	to transit	5	1582031
803	2226	http://semshifts.iling-ran.ru/show-meaning.html?id=2226	to tread	5	1582035
804	2228	http://semshifts.iling-ran.ru/show-meaning.html?id=2228	to tremble	3	1106980
805	2229	http://semshifts.iling-ran.ru/show-meaning.html?id=2229	to try, to attempt	4	7471
806	2233	http://semshifts.iling-ran.ru/show-meaning.html?id=2233	to turn sour	4	NAN
807	2234	http://semshifts.iling-ran.ru/show-meaning.html?id=2234	to turn, rotate (intr.)	12	6526
808	2235	http://semshifts.iling-ran.ru/show-meaning.html?id=2235	to turn, rotate (tr.)	3	6526
809	2236	http://semshifts.iling-ran.ru/show-meaning.html?id=2236	to understand	12	6356
810	2238	http://semshifts.iling-ran.ru/show-meaning.html?id=2238	to untie, unbind	7	1510931
811	2241	http://semshifts.iling-ran.ru/show-meaning.html?id=2241	to visit	4	5941
812	2242	http://semshifts.iling-ran.ru/show-meaning.html?id=2242	to vomit	4	5617
813	2243	http://semshifts.iling-ran.ru/show-meaning.html?id=2243	to wait	8	6530
814	2246	http://semshifts.iling-ran.ru/show-meaning.html?id=2246	to walk, wander	7	6054
815	2247	http://semshifts.iling-ran.ru/show-meaning.html?id=2247	to want	13	7258
816	2250	http://semshifts.iling-ran.ru/show-meaning.html?id=2250	to waste	4	1152220
817	2256	http://semshifts.iling-ran.ru/show-meaning.html?id=2256	to weaken, loosen	3	853143
818	2257	http://semshifts.iling-ran.ru/show-meaning.html?id=2257	to weigh (intr.)	3	478489
819	2258	http://semshifts.iling-ran.ru/show-meaning.html?id=2258	to wet, moisten	3	7027
819	2258	http://semshifts.iling-ran.ru/show-meaning.html?id=2258	to wet, moisten	3	1061652
820	2260	http://semshifts.iling-ran.ru/show-meaning.html?id=2260	to win	9	367675
821	2262	http://semshifts.iling-ran.ru/show-meaning.html?id=2262	to work	3	471303
822	2263	http://semshifts.iling-ran.ru/show-meaning.html?id=2263	to worry, be agitated	11	1316305
823	2265	http://semshifts.iling-ran.ru/show-meaning.html?id=2265	to write	3	6891
824	2269	http://semshifts.iling-ran.ru/show-meaning.html?id=2269	tomb	3	7187
825	2271	http://semshifts.iling-ran.ru/show-meaning.html?id=2271	tongue (body part)	6	5440
826	2273	http://semshifts.iling-ran.ru/show-meaning.html?id=2273	tooth	7	5946
827	2274	http://semshifts.iling-ran.ru/show-meaning.html?id=2274	top	10	709258
828	2283	http://semshifts.iling-ran.ru/show-meaning.html?id=2283	tree	11	3854
829	2284	http://semshifts.iling-ran.ru/show-meaning.html?id=2284	tribe	6	639060
830	2289	http://semshifts.iling-ran.ru/show-meaning.html?id=2289	trunk (body part)	7	344683
831	2290	http://semshifts.iling-ran.ru/show-meaning.html?id=2290	trunk (of a tree)	5	1510861
832	2302	http://semshifts.iling-ran.ru/show-meaning.html?id=2302	ugly, unpleasant	3	639024
833	2310	http://semshifts.iling-ran.ru/show-meaning.html?id=2310	unhappy	4	335013
834	2315	http://semshifts.iling-ran.ru/show-meaning.html?id=2315	unpleasant	5	1058073
835	2317	http://semshifts.iling-ran.ru/show-meaning.html?id=2317	untruth	3	154568
836	2323	http://semshifts.iling-ran.ru/show-meaning.html?id=2323	vagina	6	7685
837	2331	http://semshifts.iling-ran.ru/show-meaning.html?id=2331	very	14	5723
838	2339	http://semshifts.iling-ran.ru/show-meaning.html?id=2339	vulgar	4	467490
839	2343	http://semshifts.iling-ran.ru/show-meaning.html?id=2343	war	5	3990
840	2344	http://semshifts.iling-ran.ru/show-meaning.html?id=2344	warm	4	5485
841	2353	http://semshifts.iling-ran.ru/show-meaning.html?id=2353	wave	3	421112
842	2354	http://semshifts.iling-ran.ru/show-meaning.html?id=2354	weak	16	6555
843	2356	http://semshifts.iling-ran.ru/show-meaning.html?id=2356	weapon	3	4128
844	2358	http://semshifts.iling-ran.ru/show-meaning.html?id=2358	weather	7	4129
845	2364	http://semshifts.iling-ran.ru/show-meaning.html?id=2364	west	7	7537
846	2368	http://semshifts.iling-ran.ru/show-meaning.html?id=2368	wheel	3	335923
847	2373	http://semshifts.iling-ran.ru/show-meaning.html?id=2373	white	20	5825
848	2375	http://semshifts.iling-ran.ru/show-meaning.html?id=2375	whore	7	658684
849	2376	http://semshifts.iling-ran.ru/show-meaning.html?id=2376	wide, broad	6	5502
850	2377	http://semshifts.iling-ran.ru/show-meaning.html?id=2377	wife	3	5429
851	2382	http://semshifts.iling-ran.ru/show-meaning.html?id=2382	wild, untamed	4	NAN
852	2383	http://semshifts.iling-ran.ru/show-meaning.html?id=2383	willow	4	352435
853	2384	http://semshifts.iling-ran.ru/show-meaning.html?id=2384	wind	13	4160
854	2385	http://semshifts.iling-ran.ru/show-meaning.html?id=2385	window	3	5932
855	2387	http://semshifts.iling-ran.ru/show-meaning.html?id=2387	wing	12	5528
856	2388	http://semshifts.iling-ran.ru/show-meaning.html?id=2388	winter	5	6147
857	2393	http://semshifts.iling-ran.ru/show-meaning.html?id=2393	wizard, magician	3	353553
858	2394	http://semshifts.iling-ran.ru/show-meaning.html?id=2394	wolf (Canis lupus)	8	158033
859	2396	http://semshifts.iling-ran.ru/show-meaning.html?id=2396	woman	9	4165
860	2397	http://semshifts.iling-ran.ru/show-meaning.html?id=2397	womb	12	348317
861	2398	http://semshifts.iling-ran.ru/show-meaning.html?id=2398	wood, timber	4	741520
862	2399	http://semshifts.iling-ran.ru/show-meaning.html?id=2399	wooden object	3	741520
863	2402	http://semshifts.iling-ran.ru/show-meaning.html?id=2402	word	5	6551
864	2403	http://semshifts.iling-ran.ru/show-meaning.html?id=2403	work (n.)	6	4228
865	2404	http://semshifts.iling-ran.ru/show-meaning.html?id=2404	world	4	4181
866	2405	http://semshifts.iling-ran.ru/show-meaning.html?id=2405	worm	10	5466
867	2409	http://semshifts.iling-ran.ru/show-meaning.html?id=2409	wrong	4	5971
868	2418	http://semshifts.iling-ran.ru/show-meaning.html?id=2418	yolk	3	6404
869	2420	http://semshifts.iling-ran.ru/show-meaning.html?id=2420	young	8	5445
870	2421	http://semshifts.iling-ran.ru/show-meaning.html?id=2421	young man	3	1148249
